codigo;designacao;pai;nivel;paginas_ocr_candidatas;evidencia_pendente
"81.2.2";"Aplicação de resultados";"81.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.2.3";"Correcções de erros fundamentais, no exercício seguinte";"81.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.2.4";"Efeito das alterações de políticas contabilísticas";"81.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.2.5";"Imposto relativo a correcções de erros fundamentais e alterações de políticas contabilísticas";"81.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82";"Resultados operacionais";"8";"2";"1,45,51,57,58,75,88,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.1";"Vendas";"82";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.2";"Prestações de serviço";"82";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.3";"Outros proveitos operacionais";"82";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.4";"Variação nos inventários de produtos acabados e produtos em vias de fabrico";"82";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.5";"Trabalhos para a própria empresa";"82";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.6";"Custo das mercadorias vendidas e das matérias consumidas";"82";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.7";"Custos com o pessoal";"82";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.8";"Amortizações do exercício";"82";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.9";"Outros custos operacionais";"82";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"82.19";"Transferência para resultados líquidos";"82";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"83";"Resultados financeiros";"8";"2";"57,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"83.1";"Proveitos e ganhos financeiros gerais";"83";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"83.2";"Custos e perdas financeiros gerais";"83";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"83.9";"Transferência para resultados líquidos";"83";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"84";"Resultados financeiros em filiais e associadas";"8";"2";"19,58,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"84.1";"Proveitos e ganhos em filiais e associadas";"84";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"84.2";"Custos e perdas em filiais e associadas";"84";"3";"58";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"84.9";"Transferência para resultados líquidos";"84";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"85";"Resultados não operacionais";"8";"2";"57,58,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"85.1";"Proveitos e ganhos não operacionais";"85";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"85.2";"Custos e perdas não operacionais";"85";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"85.9";"Transferência para resultados líquidos";"85";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"86";"Resultados extraordinários";"8";"2";"57,58,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"86.1";"Proveitos e ganhos extraordinários";"86";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"86.2";"Custos e perdas extraordinários";"86";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"87";"Imposto sobre os lucros";"8";"2";"57,58,70,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"88";"Resultado líquido do exercício";"8";"2";"57,58,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"89";"Dividendos antecipados";"8";"2";"1,2,57,58,75,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"9";"Contabilidade Analítica";"";"1";"1,2,9,12,13,14,20,25";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
